Date,Open,High,Low,Close,Volume,MarketCap
29-Nov-18,4269.00,4413.02,4145.77,4278.85,6503347767.00,74451016927.00
30-Nov-18,4289.09,4322.98,3942.82,4017.27,6048016717.00,69904637061.00
1-Dec-18,4024.46,4309.38,3969.71,4214.67,5375314093.00,73346194969.00
2-Dec-18,4200.73,4301.52,4110.98,4139.88,5262697895.00,72050487506.00
3-Dec-18,4147.32,4155.98,3840.45,3894.13,5089570994.00,67779050170.00
4-Dec-18,3886.29,4075.63,3832.75,3956.89,5028069239.00,68878292608.00
5-Dec-18,3958.89,3969.54,3753.99,3753.99,5302481574.00,65352496336.00
6-Dec-18,3754.07,3874.97,3521.10,3521.10,5878333109.00,61303965508.00
7-Dec-18,3512.59,3512.59,3280.23,3419.94,6835615448.00,59547645578.00
8-Dec-18,3421.91,3506.04,3350.65,3476.11,5305024497.00,60531278392.00
9-Dec-18,3473.23,3685.31,3469.09,3614.23,4947372847.00,62942160928.00
10-Dec-18,3612.05,3647.33,3470.14,3502.66,5020968740.00,61004445982.00
11-Dec-18,3497.55,3513.18,3392.25,3424.59,4696765188.00,59650201102.00
12-Dec-18,3421.46,3534.23,3413.48,3486.95,4139364829.00,60741625426.00
13-Dec-18,3487.88,3489.74,3298.13,3313.68,4343372456.00,57728688216.00
14-Dec-18,3311.75,3329.56,3206.54,3242.48,4372763663.00,56494379457.00
15-Dec-18,3244.00,3275.38,3191.30,3236.76,3551763561.00,56400691425.00
16-Dec-18,3236.27,3305.75,3233.82,3252.84,3744248994.00,56685436644.00
17-Dec-18,3253.12,3597.92,3253.12,3545.86,5409247918.00,61798926687.00
18-Dec-18,3544.76,3701.35,3487.17,3696.06,5911325473.00,64422587801.00
19-Dec-18,3706.82,3949.32,3687.23,3745.95,6810689119.00,65299132785.00
20-Dec-18,3742.20,4191.23,3728.97,4134.44,8927129279.00,72078243771.00
21-Dec-18,4133.70,4198.43,3850.95,3896.54,7206015706.00,67937650255.00
22-Dec-18,3898.08,4014.18,3855.74,4014.18,5605823233.00,69997508295.00
23-Dec-18,4020.99,4085.72,3976.41,3998.98,6151275490.00,69741217417.00
24-Dec-18,4000.33,4271.79,4000.33,4078.60,7240968501.00,71137548589.00
25-Dec-18,4081.03,4089.56,3760.02,3815.49,6158207293.00,66556033172.00
26-Dec-18,3819.67,3893.36,3769.86,3857.30,5326547918.00,67292819465.00
27-Dec-18,3854.69,3874.42,3645.45,3654.83,5130222366.00,63768757101.00
28-Dec-18,3653.13,3956.14,3642.63,3923.92,5631554348.00,68471837969.00
29-Dec-18,3932.49,3963.76,3820.41,3820.41,4991655917.00,66672244158.00
30-Dec-18,3822.38,3901.91,3797.22,3865.95,4770578575.00,67475512827.00
31-Dec-18,3866.84,3868.74,3725.87,3742.70,4661840806.00,65331499158.00
1-Jan-19,3746.71,3850.91,3707.23,3843.52,4324200990.00,67098634181.00
